insideTemperature;summary;outsideTemperature;date
75.71;Clear;75.71;10/07/2017
71.8;Clear;71.8;11/07/2017
67.14;Clear;67.14;12/07/2017
63.42;Light Rain;63.42;13/07/2017
60.23;Light Rain;60.23;14/07/2017
57.49;Light Rain;57.49;15/07/2017
56.39;Light Rain;56.39;16/07/2017
55.23;Drizzle;55.23;17/07/2017
54.93;Drizzle;54.93;18/07/2017
54.53;Overcast;54.53;19/07/2017
54.02;Clear;54.02;20/07/2017
53.26;Clear;53.26;21/07/2017
52.38;Clear;52.38;22/07/2017
51.45;Clear;51.45;23/07/2017
50.44;Clear;50.44;24/07/2017
51.85;Partly Cloudy;51.85;25/07/2017
54.52;Clear;54.52;26/07/2017
57.44;Clear;57.44;27/07/2017
60.17;Clear;60.17;28/07/2017
62.36;Clear;62.36;29/07/2017
63.13;Partly Cloudy;63.13;30/07/2017
63.94;Partly Cloudy;63.94;31/07/2017
65.21;Clear;65.21;01/08/2017
64.83;Clear;64.83;02/08/2017
64.36;Clear;64.36;03/08/2017
62.25;Clear;62.25;04/08/2017
56.89;Clear;56.89;05/08/2017
51.35;Clear;51.35;06/08/2017
48.55;Clear;47.74;07/08/2017
46.52;Clear;46.52;08/08/2017
45.22;Clear;44.09;09/08/2017
44.81;Clear;43.77;10/08/2017
43.87;Clear;41.58;11/08/2017
42.63;Clear;40.47;12/08/2017
41.7;Clear;38.96;13/08/2017
41.15;Clear;38.31;14/08/2017
40.12;Clear;38.45;15/08/2017
38.66;Clear;34.13;16/08/2017
38.3;Clear;35.66;17/08/2017
42.04;Clear;39.85;18/08/2017
48.33;Clear;45.67;19/08/2017
53.46;Clear;53.46;20/08/2017
56.84;Clear;56.84;21/08/2017
59.34;Clear;59.34;22/08/2017
61.88;Clear;61.88;23/08/2017
63.68;Clear;63.68;24/08/2017
64.1;Clear;64.1;25/08/2017
64.34;Clear;64.34;26/08/2017
63.45;Clear;63.45;27/08/2017
61.44;Clear;61.44;28/08/2017
54.76;Clear;54.76;29/08/2017
49.92;Clear;49.1;30/08/2017
46.14;Clear;46.14;31/08/2017
44.86;Clear;44.86;01/09/2017
42.54;Clear;42.54;02/09/2017
41.77;Clear;41.77;03/09/2017
40.26;Clear;40.26;04/09/2017
39.33;Clear;39.33;05/09/2017
37.74;Clear;37.74;06/09/2017
37.36;Clear;37.36;07/09/2017
35.78;Clear;35.78;08/09/2017
35.5;Clear;35.5;09/09/2017
34.7;Clear;34.7;10/09/2017
39.84;Clear;39.84;11/09/2017
45.4;Clear;45.4;12/09/2017
51.79;Clear;51.79;13/09/2017
57.25;Clear;57.25;14/09/2017
60.72;Clear;60.72;15/09/2017
63.28;Clear;63.28;16/09/2017
64.95;Clear;64.95;17/09/2017
66.03;Clear;66.03;18/09/2017
66.41;Clear;66.41;19/09/2017
65.16;Clear;65.16;20/09/2017
63.02;Clear;63.02;21/09/2017
59.21;Clear;59.21;22/09/2017
57.98;Clear;57.98;23/09/2017
58.12;Clear;58.12;24/09/2017
58.12;Clear;58.12;25/09/2017
59.81;Clear;59.81;26/09/2017
60.11;Clear;60.11;27/09/2017
60.03;Clear;60.03;28/09/2017
60.02;Light Rain;60.02;29/09/2017
59.49;Light Rain;59.49;30/09/2017
58.65;Rain;58.65;01/10/2017
58.57;Rain;58.57;02/10/2017
58.39;Light Rain;58.39;03/10/2017
58.7;Light Rain;58.7;04/10/2017
59.34;Partly Cloudy;59.34;05/10/2017
60.19;Partly Cloudy;60.19;06/10/2017
62.5;Partly Cloudy;62.5;07/10/2017
64.41;Partly Cloudy;64.41;08/10/2017
65.84;Partly Cloudy;65.84;09/10/2017
67.66;Clear;67.66;10/10/2017
69.11;Clear;69.11;11/10/2017
70.29;Clear;70.29;12/10/2017
71.01;Clear;71.01;13/10/2017
70.54;Clear;70.54;14/10/2017
68.6;Clear;68.6;15/10/2017
61.29;Clear;61.29;16/10/2017
57.93;Clear;57.93;17/10/2017
56.97;Clear;56.97;18/10/2017
55.67;Clear;55.67;19/10/2017
54.0;Clear;54.0;20/10/2017
53.62;Clear;53.62;21/10/2017
53.2;Clear;53.2;22/10/2017
52.79;Clear;52.79;23/10/2017
52.57;Clear;52.57;24/10/2017
52.57;Partly Cloudy;52.57;25/10/2017
53.82;Clear;53.82;26/10/2017
55.39;Clear;55.39;27/10/2017
56.44;Partly Cloudy;56.44;28/10/2017
57.58;Mostly Cloudy;57.58;29/10/2017
58.48;Clear;58.48;30/10/2017
58.38;Clear;58.38;31/10/2017
58.8;Clear;58.8;01/11/2017
58.6;Clear;58.6;02/11/2017
58.49;Partly Cloudy;58.49;03/11/2017
58.49;Overcast;58.49;04/11/2017
57.9;Clear;57.9;05/11/2017
57.27;Clear;57.27;06/11/2017
56.38;Partly Cloudy;56.38;07/11/2017
55.9;Clear;55.9;08/11/2017
55.24;Partly Cloudy;55.24;09/11/2017
55.02;Overcast;55.02;10/11/2017
54.78;Partly Cloudy;54.78;11/11/2017
54.94;Partly Cloudy;54.94;12/11/2017
55.09;Clear;55.09;13/11/2017
54.67;Partly Cloudy;54.67;14/11/2017
54.61;Clear;54.61;15/11/2017
54.71;Partly Cloudy;54.71;16/11/2017
54.34;Partly Cloudy;54.34;17/11/2017
54.21;Clear;54.21;18/11/2017
54.11;Partly Cloudy;54.11;19/11/2017
53.32;Clear;53.32;20/11/2017
52.25;Clear;52.25;21/11/2017
52.98;Clear;52.98;22/11/2017
54.72;Clear;54.72;23/11/2017
56.5;Clear;56.5;24/11/2017
58.46;Clear;58.46;25/11/2017
60.03;Clear;60.03;26/11/2017
61.58;Clear;61.58;27/11/2017
62.77;Clear;62.77;28/11/2017
63.06;Clear;63.06;29/11/2017
63.2;Clear;63.2;30/11/2017
61.8;Clear;61.8;01/12/2017
59.23;Clear;59.23;02/12/2017
56.65;Clear;56.65;03/12/2017
54.68;Clear;54.68;04/12/2017
53.33;Clear;53.33;05/12/2017
52.08;Clear;52.08;06/12/2017
51.11;Clear;51.11;07/12/2017
51.03;Clear;51.03;08/12/2017
51.05;Clear;51.05;09/12/2017
50.87;Clear;50.87;10/12/2017
50.76;Clear;50.76;11/12/2017
51.1;Clear;51.1;12/12/2017
51.27;Clear;51.27;13/12/2017
51.44;Clear;51.44;14/12/2017
51.7;Clear;51.7;15/12/2017
52.48;Mostly Cloudy;52.48;16/12/2017
53.77;Clear;53.77;17/12/2017
55.29;Clear;55.29;18/12/2017
56.87;Clear;56.87;19/12/2017
58.01;Clear;58.01;20/12/2017
59.0;Clear;59.0;21/12/2017
58.92;Partly Cloudy;58.92;22/12/2017
58.15;Clear;58.15;23/12/2017
57.15;Partly Cloudy;57.15;24/12/2017
55.66;Light Rain;55.66;25/12/2017
54.36;Light Rain;54.36;26/12/2017
53.39;Light Rain;53.39;27/12/2017
52.62;Light Rain;52.62;28/12/2017
51.84;Light Rain;51.84;29/12/2017
50.95;Light Rain;50.95;30/12/2017
50.44;Light Rain;50.44;31/12/2017
50.37;Light Rain;50.37;01/01/2018
50.08;Light Rain;50.08;02/01/2018
49.81;Light Rain;46.35;03/01/2018
49.7;Light Rain;46.12;04/01/2018
49.72;Light Rain;46.2;05/01/2018
49.73;Clear;46.23;06/01/2018
49.88;Light Rain;46.43;07/01/2018
50.03;Light Rain;50.03;08/01/2018
50.26;Drizzle;50.26;09/01/2018
51.11;Clear;51.11;10/01/2018
51.87;Clear;51.87;11/01/2018
52.6;Clear;52.6;12/01/2018
53.8;Clear;53.8;13/01/2018
54.01;Clear;54.01;14/01/2018
54.28;Overcast;54.28;15/01/2018
54.61;Clear;54.61;16/01/2018
54.24;Clear;54.24;17/01/2018
54.3;Clear;54.3;18/01/2018
53.65;Clear;53.65;19/01/2018
53.08;Clear;53.08;20/01/2018
52.52;Overcast;52.52;21/01/2018
52.33;Clear;52.33;22/01/2018
52.21;Clear;52.21;23/01/2018
52.07;Clear;52.07;24/01/2018
51.81;Clear;51.81;25/01/2018
51.73;Clear;51.73;26/01/2018
51.95;Overcast;51.95;27/01/2018
51.75;Clear;51.75;28/01/2018
51.56;Clear;51.56;29/01/2018
51.5;Clear;51.5;30/01/2018
51.39;Drizzle;51.39;31/01/2018
51.4;Clear;51.4;01/02/2018
51.83;Overcast;51.83;02/02/2018
52.67;Clear;52.67;03/02/2018
53.45;Clear;53.45;04/02/2018
54.31;Clear;54.31;05/02/2018
55.43;Clear;55.43;06/02/2018
56.06;Clear;56.06;07/02/2018
56.77;Overcast;56.77;08/02/2018
56.93;Clear;56.93;09/02/2018
57.18;Clear;57.18;10/02/2018
57.35;Clear;57.35;11/02/2018
57.02;Clear;57.02;12/02/2018
56.51;Clear;56.51;13/02/2018
56.28;Overcast;56.28;14/02/2018
56.02;Clear;56.02;15/02/2018
55.82;Clear;55.82;16/02/2018
55.79;Clear;55.79;17/02/2018
55.56;Clear;55.56;18/02/2018
55.59;Partly Cloudy;55.59;19/02/2018
55.53;Overcast;55.53;20/02/2018
55.86;Partly Cloudy;55.86;21/02/2018
55.9;Clear;55.9;22/02/2018
55.66;Partly Cloudy;55.66;23/02/2018
55.34;Clear;55.34;24/02/2018
55.43;Partly Cloudy;55.43;25/02/2018
56.18;Mostly Cloudy;56.18;26/02/2018
58.68;Partly Cloudy;58.68;27/02/2018
61.49;Clear;61.49;28/02/2018
64.84;Clear;64.84;01/03/2018
67.61;Partly Cloudy;67.61;02/03/2018
69.25;Partly Cloudy;69.25;03/03/2018
69.87;Partly Cloudy;69.87;04/03/2018
69.35;Drizzle;69.35;05/03/2018
68.64;Light Rain;68.64;06/03/2018
67.3;Partly Cloudy;67.3;07/03/2018
64.28;Partly Cloudy;64.28;08/03/2018
62.01;Clear;62.01;09/03/2018
60.64;Partly Cloudy;60.64;10/03/2018
59.77;Partly Cloudy;59.77;11/03/2018
59.49;Partly Cloudy;59.49;12/03/2018
59.04;Clear;59.04;13/03/2018
58.32;Partly Cloudy;58.32;14/03/2018
57.88;Partly Cloudy;57.88;15/03/2018
57.42;Mostly Cloudy;57.42;16/03/2018
57.2;Clear;57.2;17/03/2018
57.1;Clear;57.1;18/03/2018
56.93;Clear;56.93;19/03/2018
56.26;Clear;56.26;20/03/2018
56.06;Clear;56.06;21/03/2018
56.02;Overcast;56.02;22/03/2018
56.92;Clear;56.92;23/03/2018
57.98;Partly Cloudy;57.98;24/03/2018
58.53;Clear;58.53;25/03/2018
59.52;Clear;59.52;26/03/2018
60.53;Clear;60.53;27/03/2018
62.0;Partly Cloudy;62.0;28/03/2018
62.31;Partly Cloudy;62.31;29/03/2018
62.09;Partly Cloudy;62.09;30/03/2018
61.45;Clear;61.45;31/03/2018
59.34;Clear;59.34;01/04/2018
55.77;Clear;55.77;02/04/2018
54.65;Clear;54.65;03/04/2018
52.02;Clear;52.02;04/04/2018
49.95;Clear;49.95;05/04/2018
47.76;Clear;47.06;06/04/2018
46.44;Clear;44.11;07/04/2018
45.21;Clear;45.21;08/04/2018
44.38;Clear;41.66;09/04/2018
43.44;Clear;41.32;10/04/2018
42.58;Clear;42.58;11/04/2018
41.89;Clear;41.89;12/04/2018
40.45;Clear;38.09;13/04/2018
40.57;Clear;40.57;14/04/2018
43.68;Clear;41.89;15/04/2018
47.72;Clear;45.07;16/04/2018
53.29;Clear;53.29;17/04/2018
57.57;Clear;57.57;18/04/2018
60.89;Clear;60.89;19/04/2018
64.11;Clear;64.11;20/04/2018
65.97;Clear;65.97;21/04/2018
67.1;Clear;67.1;22/04/2018
67.42;Clear;67.42;23/04/2018
66.46;Clear;66.46;24/04/2018
62.91;Clear;62.91;25/04/2018
54.59;Clear;54.59;26/04/2018
50.66;Clear;50.66;27/04/2018
48.38;Clear;48.38;28/04/2018
47.14;Clear;47.14;29/04/2018
45.4;Clear;45.4;30/04/2018
44.2;Clear;44.2;01/05/2018
42.89;Clear;42.89;02/05/2018
42.8;Clear;42.8;03/05/2018
42.55;Clear;42.55;04/05/2018
42.47;Clear;41.04;05/05/2018
41.64;Clear;40.07;06/05/2018
41.22;Clear;38.43;07/05/2018
41.0;Clear;39.05;08/05/2018
43.34;Clear;41.33;09/05/2018
47.29;Clear;47.29;10/05/2018
52.24;Clear;52.24;11/05/2018
57.74;Clear;57.74;12/05/2018
63.36;Clear;63.36;13/05/2018
67.87;Clear;67.87;14/05/2018
69.92;Clear;69.92;15/05/2018
71.62;Clear;71.62;16/05/2018
72.02;Clear;72.02;17/05/2018
71.67;Clear;71.67;18/05/2018
65.86;Clear;65.86;19/05/2018
57.91;Clear;57.91;20/05/2018
53.81;Clear;53.81;21/05/2018
51.74;Clear;51.74;22/05/2018
49.58;Clear;49.58;23/05/2018
48.2;Clear;45.25;24/05/2018
47.26;Clear;47.26;25/05/2018
46.08;Clear;46.08;26/05/2018
45.39;Clear;45.39;27/05/2018
44.76;Clear;44.76;28/05/2018
44.35;Clear;44.35;29/05/2018
43.33;Clear;41.74;30/05/2018
42.75;Clear;41.26;31/05/2018
42.21;Clear;42.21;01/06/2018
45.2;Clear;45.2;02/06/2018
50.41;Clear;50.41;03/06/2018
55.98;Clear;55.98;04/06/2018
62.47;Clear;62.47;05/06/2018
67.37;Clear;67.37;06/06/2018
71.0;Clear;71.0;07/06/2018
72.99;Clear;72.99;08/06/2018
74.1;Clear;74.1;09/06/2018
74.25;Clear;74.25;10/06/2018
73.19;Clear;73.19;11/06/2018
68.07;Clear;68.07;12/06/2018
59.99;Clear;59.99;13/06/2018
57.34;Clear;57.34;14/06/2018
55.08;Clear;55.08;15/06/2018
53.64;Clear;53.64;16/06/2018
51.79;Clear;51.79;17/06/2018
50.4;Clear;50.4;18/06/2018
48.25;Clear;48.25;19/06/2018
47.47;Clear;47.47;20/06/2018
45.9;Clear;45.9;21/06/2018
45.1;Clear;45.1;22/06/2018
44.48;Clear;44.48;23/06/2018
44.21;Clear;44.21;24/06/2018
44.37;Clear;44.37;25/06/2018
47.31;Clear;47.31;26/06/2018
50.57;Clear;50.57;27/06/2018
53.96;Clear;53.96;28/06/2018
58.18;Clear;58.18;29/06/2018
62.82;Clear;62.82;30/06/2018
65.15;Clear;65.15;01/07/2018
65.74;Clear;65.74;02/07/2018
66.01;Clear;66.01;03/07/2018
66.02;Clear;66.02;04/07/2018
65.5;Partly Cloudy;65.5;05/07/2018
64.38;Partly Cloudy;64.38;06/07/2018
62.63;Clear;62.63;07/07/2018
61.88;Light Rain;61.88;08/07/2018
61.7;Light Rain;61.7;09/07/2018
61.08;Drizzle;61.08;10/07/2018
60.39;Light Rain;60.39;11/07/2018
60.63;Partly Cloudy;60.63;12/07/2018
60.79;Drizzle;60.79;13/07/2018
60.03;Light Rain;60.03;14/07/2018
59.01;Clear;59.01;15/07/2018
58.3;Clear;58.3;16/07/2018
57.54;Clear;57.54;17/07/2018
56.78;Clear;56.78;18/07/2018
55.98;Drizzle;55.98;19/07/2018
55.45;Drizzle;55.45;20/07/2018
54.27;Light Rain;54.27;21/07/2018
53.48;Light Rain;53.48;22/07/2018
52.73;Light Rain;52.73;23/07/2018
52.41;Light Rain;52.41;24/07/2018
52.2;Light Rain;52.2;25/07/2018
52.52;Light Rain;52.52;26/07/2018
52.35;Light Rain;52.35;27/07/2018
52.62;Light Rain;52.62;28/07/2018
52.57;Light Rain;52.57;29/07/2018
52.1;Drizzle;52.1;30/07/2018
51.41;Clear;51.41;31/07/2018
50.43;Clear;50.43;01/08/2018
48.93;Clear;44.68;02/08/2018
48.24;Clear;43.76;03/08/2018
47.39;Clear;42.19;04/08/2018
46.36;Clear;41.11;05/08/2018
45.49;Clear;40.18;06/08/2018
45.16;Clear;39.52;07/08/2018
45.47;Clear;39.84;08/08/2018
44.57;Clear;39.11;09/08/2018
44.46;Clear;38.77;10/08/2018
43.9;Clear;38.11;11/08/2018
42.99;Clear;37.34;12/08/2018
44.12;Clear;38.13;13/08/2018
45.96;Clear;39.47;14/08/2018
47.85;Clear;41.72;15/08/2018
50.21;Clear;50.21;16/08/2018
52.68;Clear;52.68;17/08/2018
54.71;Clear;54.71;18/08/2018
55.92;Clear;55.92;19/08/2018
56.43;Clear;56.43;20/08/2018
56.71;Clear;56.71;21/08/2018
55.65;Clear;55.65;22/08/2018
52.61;Clear;52.61;23/08/2018
48.14;Clear;45.25;24/08/2018
44.13;Clear;41.33;25/08/2018
41.39;Clear;38.49;26/08/2018
39.8;Clear;36.02;27/08/2018
38.27;Clear;35.45;28/08/2018
37.23;Clear;34.61;29/08/2018
35.92;Clear;35.92;30/08/2018
34.8;Clear;32.47;31/08/2018
33.49;Clear;29.19;01/09/2018
33.04;Clear;29.2;02/09/2018
32.6;Clear;29.22;03/09/2018
32.09;Clear;28.32;04/09/2018
31.11;Clear;31.11;05/09/2018
34.34;Clear;34.34;06/09/2018
41.25;Clear;39.33;07/09/2018
47.12;Clear;44.51;08/09/2018
52.55;Clear;52.55;09/09/2018
56.59;Clear;56.59;10/09/2018
59.37;Clear;59.37;11/09/2018
61.81;Clear;61.81;12/09/2018
63.01;Clear;63.01;13/09/2018
63.69;Clear;63.69;14/09/2018
62.79;Clear;62.79;15/09/2018
58.1;Clear;58.1;16/09/2018
50.88;Clear;50.88;17/09/2018
47.44;Clear;47.44;18/09/2018
45.31;Clear;45.31;19/09/2018
43.02;Clear;39.35;20/09/2018
41.78;Clear;41.78;21/09/2018
41.84;Clear;41.84;22/09/2018
41.35;Clear;41.35;23/09/2018
41.52;Clear;41.52;24/09/2018
41.39;Clear;41.39;25/09/2018
41.19;Clear;41.19;26/09/2018
40.42;Clear;40.42;27/09/2018
40.01;Clear;40.01;28/09/2018
39.64;Clear;39.64;29/09/2018
41.65;Clear;41.65;30/09/2018
47.49;Clear;47.49;01/10/2018
52.83;Clear;52.83;02/10/2018
58.04;Clear;58.04;03/10/2018
61.46;Clear;61.46;04/10/2018
63.71;Clear;63.71;05/10/2018
64.87;Clear;64.87;06/10/2018
66.07;Clear;66.07;07/10/2018
65.95;Clear;65.95;08/10/2018
64.91;Clear;64.91;09/10/2018
61.03;Clear;61.03;10/10/2018
55.88;Clear;55.88;11/10/2018
53.26;Clear;53.26;12/10/2018
51.2;Clear;51.2;13/10/2018
48.66;Clear;47.47;14/10/2018
48.01;Clear;47.06;15/10/2018
46.55;Clear;46.55;16/10/2018
46.13;Clear;46.13;17/10/2018
47.31;Partly Cloudy;47.31;18/10/2018
48.87;Partly Cloudy;48.87;19/10/2018
49.82;Clear;49.82;20/10/2018
50.09;Partly Cloudy;50.09;21/10/2018
50.47;Partly Cloudy;50.47;22/10/2018
50.69;Partly Cloudy;50.69;23/10/2018
52.39;Partly Cloudy;52.39;24/10/2018
56.05;Clear;56.05;25/10/2018
59.08;Clear;59.08;26/10/2018
62.28;Clear;62.28;27/10/2018
65.14;Clear;65.14;28/10/2018
66.71;Clear;66.71;29/10/2018
65.84;Clear;65.84;30/10/2018
64.7;Clear;64.7;31/10/2018
62.96;Clear;62.96;01/11/2018
61.41;Clear;61.41;02/11/2018
60.46;Clear;60.46;03/11/2018
59.1;Clear;59.1;04/11/2018
56.96;Partly Cloudy;56.96;05/11/2018
55.15;Clear;55.15;06/11/2018
53.55;Clear;53.55;07/11/2018
50.84;Clear;50.84;08/11/2018
49.66;Clear;46.67;09/11/2018
48.36;Clear;45.03;10/11/2018
47.41;Clear;42.96;11/11/2018
46.23;Clear;41.23;12/11/2018
44.64;Clear;39.79;13/11/2018
42.87;Clear;38.15;14/11/2018
41.39;Clear;37.23;15/11/2018
39.12;Clear;35.14;16/11/2018
41.0;Clear;36.11;17/11/2018
45.26;Clear;40.35;18/11/2018
47.65;Clear;42.55;19/11/2018
50.04;Clear;50.04;20/11/2018
52.57;Clear;52.57;21/11/2018
54.63;Clear;54.63;22/11/2018
56.44;Clear;56.44;23/11/2018
57.68;Clear;57.68;24/11/2018
57.98;Clear;57.98;25/11/2018
57.01;Clear;57.01;26/11/2018
52.76;Clear;52.76;27/11/2018
45.18;Clear;45.18;28/11/2018
41.38;Clear;41.38;29/11/2018
38.9;Clear;38.9;30/11/2018
37.94;Clear;37.94;01/12/2018
36.16;Clear;36.16;02/12/2018
34.38;Clear;34.38;03/12/2018
33.24;Clear;28.46;04/12/2018
32.37;Clear;32.37;05/12/2018
31.63;Clear;31.63;06/12/2018
31.03;Clear;27.51;07/12/2018
31.07;Clear;26.63;08/12/2018
30.24;Clear;25.93;09/12/2018
29.84;Clear;24.92;10/12/2018
31.92;Clear;28.05;11/12/2018
38.23;Clear;38.23;12/12/2018
44.72;Clear;42.46;13/12/2018
49.73;Clear;49.73;14/12/2018
53.46;Clear;53.46;15/12/2018
56.29;Clear;56.29;16/12/2018
58.44;Clear;58.44;17/12/2018
59.43;Clear;59.43;18/12/2018
60.02;Clear;60.02;19/12/2018
59.33;Clear;59.33;20/12/2018
55.44;Clear;55.44;21/12/2018
49.25;Clear;48.06;22/12/2018
45.85;Clear;44.05;23/12/2018
43.29;Clear;41.98;24/12/2018
41.04;Clear;41.04;25/12/2018
40.39;Clear;37.21;26/12/2018
38.81;Clear;36.85;27/12/2018
38.34;Clear;38.34;28/12/2018
38.24;Clear;38.24;29/12/2018
37.47;Clear;33.93;30/12/2018
37.85;Clear;37.85;31/12/2018
37.15;Clear;34.71;01/01/2019
38.41;Clear;36.44;02/01/2019
37.75;Clear;35.11;03/01/2019
40.95;Clear;37.0;04/01/2019
48.2;Clear;44.9;05/01/2019
53.23;Clear;53.23;06/01/2019
58.39;Clear;58.39;07/01/2019
62.57;Clear;62.57;08/01/2019
64.58;Clear;64.58;09/01/2019
66.13;Partly Cloudy;66.13;10/01/2019
67.38;Clear;67.38;11/01/2019
67.64;Clear;67.64;12/01/2019
66.78;Clear;66.78;13/01/2019
64.32;Clear;64.32;14/01/2019
62.21;Clear;62.21;15/01/2019
61.12;Clear;61.12;16/01/2019
60.39;Clear;60.39;17/01/2019
59.76;Clear;59.76;18/01/2019
59.45;Clear;59.45;19/01/2019
59.66;Clear;59.66;20/01/2019
58.92;Clear;58.92;21/01/2019
58.72;Partly Cloudy;58.72;22/01/2019
58.63;Partly Cloudy;58.63;23/01/2019
57.35;Clear;57.35;24/01/2019
55.79;Clear;55.79;25/01/2019
54.76;Clear;54.76;26/01/2019
53.92;Clear;53.92;27/01/2019
55.28;Clear;55.28;28/01/2019
60.32;Clear;60.32;29/01/2019
65.57;Clear;65.57;30/01/2019
69.56;Clear;69.56;31/01/2019
71.94;Clear;71.94;01/02/2019
73.03;Partly Cloudy;73.03;02/02/2019
73.32;Mostly Cloudy;73.32;03/02/2019
73.0;Partly Cloudy;73.0;04/02/2019
72.18;Partly Cloudy;72.18;05/02/2019
70.79;Clear;70.79;06/02/2019
68.47;Clear;68.47;07/02/2019
66.99;Clear;66.99;08/02/2019
64.94;Partly Cloudy;64.94;09/02/2019
62.23;Clear;62.23;10/02/2019
60.13;Clear;60.13;11/02/2019
58.96;Clear;58.96;12/02/2019
59.24;Clear;59.24;13/02/2019
59.57;Light Rain;59.57;14/02/2019
59.69;Light Rain;59.69;15/02/2019
59.47;Drizzle;59.47;16/02/2019
59.23;Clear;59.23;17/02/2019
58.09;Clear;58.09;18/02/2019
56.73;Clear;56.73;19/02/2019
55.65;Clear;55.65;20/02/2019
56.37;Clear;56.37;21/02/2019
58.11;Clear;58.11;22/02/2019
60.17;Clear;60.17;23/02/2019
63.61;Clear;63.61;24/02/2019
66.89;Clear;66.89;25/02/2019
70.01;Clear;70.01;26/02/2019
72.76;Clear;72.76;27/02/2019
74.26;Clear;74.26;28/02/2019
74.44;Clear;74.44;01/03/2019
74.17;Clear;74.17;02/03/2019
71.51;Clear;71.51;03/03/2019
69.13;Clear;69.13;04/03/2019
67.74;Clear;67.74;05/03/2019
66.75;Clear;66.75;06/03/2019
67.71;Clear;67.71;07/03/2019
67.21;Clear;67.21;08/03/2019
66.66;Clear;66.66;09/03/2019
66.07;Clear;66.07;10/03/2019
65.96;Clear;65.96;11/03/2019
65.33;Clear;65.33;12/03/2019
64.56;Clear;64.56;13/03/2019
64.68;Clear;64.68;14/03/2019
64.95;Partly Cloudy;64.95;15/03/2019
63.83;Clear;63.83;16/03/2019
64.8;Clear;64.8;17/03/2019
67.87;Clear;67.87;18/03/2019
70.75;Clear;70.75;19/03/2019
72.74;Clear;72.74;20/03/2019
74.18;Clear;74.18;21/03/2019
74.79;Clear;74.79;22/03/2019
75.37;Clear;75.37;23/03/2019
75.38;Clear;75.38;24/03/2019
74.51;Clear;74.51;25/03/2019
72.71;Clear;72.71;26/03/2019
68.41;Clear;68.41;27/03/2019
62.62;Clear;62.62;28/03/2019
57.79;Clear;57.79;29/03/2019
55.05;Clear;55.05;30/03/2019
52.72;Clear;52.72;31/03/2019
51.34;Clear;51.34;01/04/2019
50.14;Clear;50.14;02/04/2019
48.16;Clear;48.16;03/04/2019
47.52;Clear;47.52;04/04/2019
46.77;Clear;46.77;05/04/2019
45.92;Clear;44.75;06/04/2019
44.52;Clear;44.52;07/04/2019
44.28;Clear;41.91;08/04/2019
43.91;Clear;42.55;09/04/2019
45.97;Clear;44.15;10/04/2019
51.66;Clear;51.66;11/04/2019
57.73;Clear;57.73;12/04/2019
61.37;Clear;61.37;13/04/2019
63.68;Clear;63.68;14/04/2019
64.69;Partly Cloudy;64.69;15/04/2019
64.61;Partly Cloudy;64.61;16/04/2019
64.16;Clear;64.16;17/04/2019
63.56;Light Rain;63.56;18/04/2019
62.6;Clear;62.6;19/04/2019
60.79;Partly Cloudy;60.79;20/04/2019
59.84;Clear;59.84;21/04/2019
59.03;Mostly Cloudy;59.03;22/04/2019
58.29;Clear;58.29;23/04/2019
57.7;Clear;57.7;24/04/2019
57.44;Clear;57.44;25/04/2019
56.42;Clear;56.42;26/04/2019
56.26;Clear;56.26;27/04/2019
56.21;Overcast;56.21;28/04/2019
56.24;Clear;56.24;29/04/2019
56.2;Clear;56.2;30/04/2019
56.1;Clear;56.1;01/05/2019
56.56;Partly Cloudy;56.56;02/05/2019
57.07;Partly Cloudy;57.07;03/05/2019
57.8;Clear;57.8;04/05/2019
59.19;Light Rain;59.19;05/05/2019
61.0;Drizzle;61.0;06/05/2019
63.95;Partly Cloudy;63.95;07/05/2019
67.18;Drizzle;67.18;08/05/2019
69.58;Light Rain;69.58;09/05/2019
70.36;Light Rain;70.36;10/05/2019
68.77;Light Rain;68.77;11/05/2019
68.77;Light Rain;68.77;12/05/2019
67.99;Light Rain;67.99;13/05/2019
67.1;Rain;67.1;14/05/2019
65.68;Rain;65.68;15/05/2019
65.22;Rain;65.22;16/05/2019
64.98;Light Rain;64.98;17/05/2019
64.22;Light Rain;64.22;18/05/2019
63.0;Drizzle;63.0;19/05/2019
62.14;Clear;62.14;20/05/2019
61.84;Clear;61.84;21/05/2019
61.33;Partly Cloudy;61.33;22/05/2019
60.42;Clear;60.42;23/05/2019
58.3;Clear;58.3;24/05/2019
57.61;Clear;57.61;25/05/2019
56.36;Clear;56.36;26/05/2019
54.8;Clear;54.8;27/05/2019
53.44;Overcast;53.44;28/05/2019
52.26;Drizzle;52.26;29/05/2019
51.79;Drizzle;51.79;30/05/2019
51.16;Light Rain;51.16;31/05/2019
50.09;Light Rain;50.09;01/06/2019
48.97;Light Rain;44.94;02/06/2019
48.52;Light Rain;43.51;03/06/2019
45.86;Light Rain;40.14;04/06/2019
44.9;Drizzle;38.63;05/06/2019
42.97;Light Rain;36.95;06/06/2019
41.53;Light Rain;34.35;07/06/2019
41.22;Light Rain;33.99;08/06/2019
41.01;Light Rain;33.98;09/06/2019
40.42;Light Rain;33.99;10/06/2019
40.66;Light Rain;34.07;11/06/2019
40.39;Light Rain;33.84;12/06/2019
40.95;Light Rain;34.24;13/06/2019
41.32;Light Rain;34.41;14/06/2019
41.85;Light Rain;35.06;15/06/2019
42.62;Partly Cloudy;35.78;16/06/2019
